 ra        dec       radius SpT   DM    PMra  PMdec    SPM    mem    memp   mem1
 54.84303  45.21052  4.4382 442   6.02  34.30 -15.00   6.60   0.00   0.01   0.00
 54.86011  44.55302  5.0371 441   6.39  26.50 -18.60   6.60   0.00   0.01   0.00
 55.02560  45.99793  3.8246 450   5.71  20.10 -28.20   6.90   6.85   6.13   3.95
 55.51280  45.36074  4.5438 441   5.33  40.00 -37.50   3.90   0.03   0.12   0.02
 55.59119  45.38610  4.5527 445   6.36   0.00 -18.80   6.50   0.00   0.00   0.00
 55.71388  45.64476  4.3897 442   6.16   1.70 -40.80   6.60   0.00   0.00   0.00
 55.90026  44.66791  5.2768 443   6.57   5.40 -15.70   6.50   0.00   0.00   0.00
 54.06316  47.19913  2.4636 446   6.67  16.20 -16.40   7.50   0.00   0.00   0.00
 54.06748  47.19450  2.4691 442   5.59  55.90 -41.30   4.70   0.00   0.00   0.00
 54.14639  47.06317  2.6060 444   5.38  20.20 -33.60   3.80  47.21   8.79  10.51
 54.42645  46.35177  3.3015 441   6.50   7.40 -18.40   6.80   0.00   0.00   0.00
 54.63067  47.06591  2.8141 448   5.31   7.30 -18.00   4.70   0.09   0.21   0.07
 54.82068  46.55237  3.2920 441   6.41  16.90 -36.00   6.90   0.00   0.02   0.00
 55.26626  47.14317  3.0679 442   5.57  13.30  -9.70   4.00   0.00   0.02   0.00
 55.60184  46.54556  3.6479 448   5.39  12.30 -34.80   6.40   1.34   1.52   0.83
 55.60742  46.14481  3.9498 441   6.68  16.60 -39.70   5.40   0.00   0.00   0.00
 54.07604  49.98181  1.7377 449   5.62  17.90 -16.20   4.60   4.77   4.17   2.62
 54.19735  49.42603  1.6258 450   5.36  20.50 -28.30   6.50  86.30   3.08   4.37
 54.20141  48.69103  1.6674 445   5.39  24.10 -33.00   3.90  80.29   4.34   6.30
 54.29382  49.73545  1.7652 447   6.04  -4.20 -15.20   6.60   0.00   0.00   0.00
 54.80097  48.43559  2.1236 442   5.80  38.10 -55.80   3.80   0.00   0.00   0.00
 55.20634  49.55908  2.2942 445   4.73  24.40 -36.20   3.90  68.04   7.95  11.62
 55.36646  48.33856  2.5099 444   4.93  19.70 -29.00   4.70  82.92   3.70   4.80
 55.96381  49.20954  2.7564 446   5.97  16.00  -8.20   4.00   0.00   0.00   0.00
 53.98660  51.52333  2.7953 443   4.36   4.30 -14.70   3.90   0.00   0.01   0.00
 53.98824  51.67144  2.9230 445   6.06  41.60 -29.40   6.50   0.00   0.02   0.00
 53.99972  51.44344  2.7319 449   6.48  17.10  -0.50   7.60   0.00   0.00   0.00
 54.01206  51.15791  2.5007 445   6.14  -7.00 -19.00   6.60   0.00   0.00   0.00
 54.01503  51.04382  2.4109 445   5.64  10.40 -16.10   4.60   0.08   0.18   0.06
 54.02346  51.47793  2.7690 441   6.33  -6.70 -18.90   4.60   0.00   0.00   0.00
 54.03219  51.15652  2.5071 441   6.59  28.90 -12.70   4.70   0.00   0.00   0.00
 54.09507  50.32181  1.9345 448   5.85  11.00 -10.60   6.50   0.00   0.01   0.00
 54.28135  51.47198  2.8539 449   6.28  -7.00 -17.00   7.30   0.00   0.00   0.00
 54.34488  50.41008  2.1149 441   6.29  17.10 -40.50   6.50   0.01   0.04   0.01
 54.43250  51.62708  3.0347 445   4.33  -9.70 -21.70   4.60   0.00   0.00   0.00
 54.45616  51.65611  3.0669 442   6.61  20.70   6.90   6.90   0.00   0.00   0.00
 54.49245  51.71695  3.1296 444   6.65   5.10 -26.20   7.30   0.00   0.00   0.00
 54.55237  51.69442  3.1328 445   6.50  -9.10 -19.30   5.10   0.00   0.00   0.00
 54.58684  51.07427  2.6700 448   5.26  21.70 -18.70   6.60  34.57   7.91   8.31
 54.60533  51.62988  3.1004 444   6.27   7.10 -16.50   6.80   0.00   0.00   0.00
 55.01521  51.26786  2.9966 447   6.02  25.90  -6.90   6.70   0.00   0.00   0.00
 55.02276  51.76341  3.3656 444   6.21  36.30 -57.60   6.60   0.00   0.00   0.00
 55.05137  50.64538  2.6172 448   5.37  31.90 -22.80   4.60  29.77  10.10  10.09
 55.11662  51.48679  3.1971 442   6.10   0.20 -15.90   4.60   0.00   0.00   0.00
 55.29240  50.04218  2.4747 441   6.50  15.60 -10.40   6.70   0.00   0.00   0.00
 55.32695  50.30053  2.5965 441   6.66  14.70 -35.60   6.90   0.00   0.00   0.00
 55.45637  51.59195  3.4200 447   4.83  19.30  -5.70   4.60   0.01   0.03   0.01
 55.52467  50.96967  3.0485 448   5.72  20.00 -28.40   6.70  14.32  10.27   7.78
 55.53298  51.17075  3.1746 442   6.57  14.50 -13.70   6.70   0.00   0.00   0.00
 55.60758  50.32100  2.7676 445   6.67 -12.00 -22.70   7.70   0.00   0.00   0.00
 55.73207  51.57951  3.5354 450   6.42   8.20 -25.30   6.60   0.00   0.00   0.00
 55.92158  50.90936  3.2222 443   4.61  12.50 -14.60   4.60   0.37   0.60   0.27
 54.10589  52.85925  4.0220 445   3.76  13.70  -7.50   3.90   0.00   0.00   0.00
 54.12086  52.27551  3.4942 443   4.82  23.10 -33.20   4.60  56.52   8.67  10.15
 54.19157  52.33132  3.5634 447   6.26   4.30 -16.40   6.70   0.00   0.00   0.00
 54.24587  52.50752  3.7360 444   6.15   6.90 -24.40   6.50   0.00   0.00   0.00
 54.26140  53.65082  4.7935 445   6.14  15.70 -14.90   6.80   0.00   0.00   0.00
 54.26380  53.34552  4.5084 441   3.86   9.60 -13.30   3.90   0.00   0.00   0.00
 54.29300  53.32853  4.4990 443   5.90  15.00  -3.80   6.60   0.00   0.00   0.00
 54.32935  53.45519  4.6248 443   5.32  12.70 -11.90   4.60   0.01   0.03   0.01
 54.36050  53.72636  4.8847 443   4.85  13.00  -8.50   4.00   0.00   0.01   0.00
 54.39447  53.07823  4.2917 443   6.40  15.80 -13.80   6.90   0.00   0.00   0.00
 54.45634  53.26822  4.4807 446   5.60  -1.50 -17.80   6.80   0.00   0.00   0.00
 54.65196  53.75274  4.9723 448   5.87  16.50  -8.00   6.90   0.00   0.00   0.00
 54.65438  53.34133  4.5955 445   4.26  10.90 -14.70   4.00   0.02   0.04   0.01
 54.75371  53.72493  4.9701 448   4.79  16.30  -1.80   4.70   0.00   0.00   0.00
 54.80020  52.94908  4.2817 443   6.69  10.90 -10.50   6.90   0.00   0.00   0.00
 54.84619  53.96054  5.2083 445   6.50  18.60  -9.00   7.30   0.00   0.00   0.00
 54.85658  52.41405  3.8347 444   5.91  10.10 -17.40   4.60   0.00   0.01   0.00
 54.91660  53.56876  4.8675 448   5.32  13.50 -25.10   4.80   1.72   1.35   0.85
 54.94012  53.35582  4.6819 450   4.71  34.40 -34.40   4.60   2.55   3.38   1.69
 54.95314  53.57217  4.8798 444   6.32  23.70  -9.40   6.90   0.00   0.00   0.00
 54.99592  53.50903  4.8340 445   5.71  11.40 -23.40   6.80   0.07   0.11   0.04
 55.00401  53.35030  4.6942 446   4.23  17.80  -6.70   4.60   0.00   0.00   0.00
 55.15003  52.64174  4.1226 448   6.40  34.60   3.60   7.90   0.00   0.00   0.00
 55.16777  53.36214  4.7499 442   5.91  13.50  -8.90   6.70   0.00   0.00   0.00
 55.17192  53.93233  5.2607 450   6.26  15.00   2.60   7.80   0.00   0.00   0.00
 55.17550  53.94228  5.2706 450   5.84   8.50 -19.80   6.90   0.00   0.00   0.00
 55.18676  53.33215  4.7288 441   6.63  21.80  11.30   7.10   0.00   0.00   0.00
 55.19279  53.50694  4.8849 442   4.47  18.60  -9.00   4.70   0.01   0.03   0.01
 55.22026  53.60451  4.9791 450   5.01  12.90 -14.30   6.80   0.06   0.11   0.05
 55.22384  53.51819  4.9034 442   5.82  13.80 -13.40   6.70   0.00   0.01   0.00
 55.26035  53.25789  4.6851 445   3.70  10.00 -11.20   4.00   0.00   0.00   0.00
 55.26380  53.24796  4.6774 442   4.70  -9.20 -14.80   4.70   0.00   0.00   0.00
 55.26861  53.63625  5.0204 441   4.85  10.50 -16.70   4.60   0.06   0.11   0.04
 55.27785  53.11559  4.5669 442   5.80   4.40 -29.00   4.60   0.00   0.00   0.00
 55.29769  53.40405  4.8236 448   6.15  29.30  -7.60   6.90   0.00   0.00   0.00
 55.32042  53.22988  4.6785 445   5.45  28.70  -0.20   4.70   0.00   0.00   0.00
 55.32758  53.60023  5.0047 450   5.54  -1.30 -21.20   6.70   0.00   0.00   0.00
 55.33743  53.72689  5.1197 445   6.53   4.40 -16.10   7.30   0.00   0.00   0.00
 55.39536  53.52801  4.9603 447   5.49  10.30 -15.80   6.60   0.01   0.02   0.01
 55.39658  53.23354  4.7047 448   5.89   7.10 -18.00   6.80   0.00   0.00   0.00
 55.40387  53.98216  5.3651 449   5.30  14.80 -14.30   6.60   0.05   0.08   0.03
 55.42773  53.69089  5.1127 447   6.01  13.90 -11.90   6.70   0.00   0.00   0.00
 55.42908  52.40785  4.0269 443   5.80  19.30 -47.30   6.50   0.00   0.01   0.00
 55.45836  53.13537  4.6396 445   4.76  14.50  -6.80   4.60   0.00   0.00   0.00
 55.46216  53.00279  4.5284 448   5.24  15.00  -4.30   6.60   0.00   0.00   0.00
 55.47950  53.30226  4.7891 443   3.77  -2.60 -16.10   3.90   0.00   0.00   0.00
 55.51974  52.69498  4.2918 443   4.74  16.00  -7.60   4.70   0.00   0.02   0.00
 55.52585  53.32095  4.8193 447   6.41  17.50  -5.80   7.20   0.00   0.00   0.00
 55.52597  53.14160  4.6663 446   4.25  13.70 -14.60   4.60   0.05   0.10   0.04
 55.54980  52.98765  4.5443 449   5.67  23.30 -19.80   6.70   1.42   1.47   0.83
 55.55043  52.72148  4.3242 441   4.62  17.60 -14.20   4.70   0.58   0.69   0.37
 55.57831  52.48822  4.1458 449   4.85  15.50  -0.10   4.70   0.00   0.00   0.00
 55.58233  53.26353  4.7877 449   5.70  -8.40 -15.50   6.70   0.00   0.00   0.00
 55.62459  52.45848  4.1394 448   5.28  12.90 -15.90   6.60   0.21   0.30   0.14
 55.62972  53.54840  5.0466 443   5.76  53.60 -22.20   4.60   0.00   0.00   0.00
 55.63612  52.75776  4.3838 444   4.33  13.10 -12.50   3.90   0.02   0.05   0.02
 55.63623  52.98777  4.5731 443   4.18  12.90 -10.00   4.00   0.00   0.01   0.00
 55.64116  52.59236  4.2520 448   5.73   5.80 -16.10   6.70   0.00   0.00   0.00
 55.64838  52.86998  4.4799 449   5.60  57.60 -27.90   6.80   0.00   0.00   0.00
 55.65531  53.36254  4.8949 447   6.18  24.00  -7.70   7.10   0.00   0.00   0.00
 55.65974  53.88653  5.3499 449   4.61   4.70 -18.00   4.60   0.00   0.00   0.00
 55.68691  53.43094  4.9631 443   4.30  12.60  -9.50   4.80   0.00   0.00   0.00
 55.69199  52.83157  4.4635 441   3.99  11.00 -13.80   3.90   0.00   0.01   0.00
 55.71555  53.67316  5.1801 443   6.33  -0.30 -15.70   6.80   0.00   0.00   0.00
 55.75866  52.74406  4.4162 441   4.96  14.20  -9.60   4.60   0.01   0.03   0.01
 55.75895  53.36739  4.9316 444   6.35  -3.70 -19.30   7.00   0.00   0.00   0.00
 55.75923  53.13450  4.7362 447   5.82  12.10 -12.10   6.90   0.00   0.00   0.00
 55.76250  53.50623  5.0508 450   5.80   0.20 -18.00   6.90   0.00   0.00   0.00
 55.77308  53.01312  4.6403 441   6.47  11.50 -17.20   6.90   0.00   0.00   0.00
 55.78617  53.43008  4.9934 448   6.26  20.20  -8.60   7.30   0.00   0.00   0.00
 55.83065  52.81633  4.5003 442   5.04  14.00 -11.70   4.70   0.03   0.08   0.03
 55.83846  53.93419  5.4427 449   5.56  39.30 -48.00   7.00   0.00   0.00   0.00
 55.84000  53.36914  4.9590 450   6.03  26.90  -8.00   7.20   0.00   0.00   0.00
 55.84130  53.90449  5.4177 446   6.27  16.10   0.30   7.00   0.00   0.00   0.00
 55.84648  53.54774  5.1123 447   6.42   5.40 -23.00   7.10   0.00   0.00   0.00
 55.86231  53.80518  5.3378 447   6.35  17.40  -2.10   7.50   0.00   0.00   0.00
 55.86448  53.65348  5.2081 443   6.50  17.50   2.00   6.80   0.00   0.00   0.00
 55.89933  53.39479  4.9997 450   4.34  15.00   1.60   4.70   0.00   0.00   0.00
 55.92694  53.20906  4.8542 441   4.73  13.90  -9.70   4.70   0.01   0.02   0.00
 55.95632  53.53225  5.1338 445   5.59  20.20   5.50   4.70   0.00   0.00   0.00
 55.97003  53.50250  5.1131 446   5.96  19.60 -23.70   6.80   0.16   0.38   0.13
 56.00844  53.31218  4.9669 449   4.60   9.70 -12.20   6.50   0.00   0.01   0.00
 56.02249  53.18687  4.8685 445   4.53  14.00  -6.20   4.60   0.00   0.00   0.00
 56.03168  53.44887  5.0882 443   6.43  18.50 -33.50   6.80   0.00   0.01   0.00
 56.17170  45.82355  4.4482 441   6.49   8.60 -48.20   6.70   0.00   0.00   0.00
 56.33101  45.62165  4.6741 442   5.73  25.60 -18.30   6.40   0.46   0.62   0.30
 56.72277  44.39561  5.8218 445   5.42  12.10 -30.00   4.40   0.21   0.26   0.13
 57.22641  44.93772  5.6029 448   5.15  21.30 -26.60   6.40  11.57   7.70   5.25
 57.31128  45.63557  5.1281 441   4.81  12.50 -21.50   3.90   0.88   0.83   0.49
 57.36212  44.74250  5.8148 449   5.15  24.30  -0.50   6.40   0.00   0.00   0.00
 57.36656  45.10982  5.5370 448   6.05  14.10 -16.40   6.50   0.00   0.00   0.00
 56.38940  47.78534  3.3533 448   5.86  -2.60 -30.50   6.80   0.00   0.00   0.00
 56.48225  47.02755  3.7905 441   6.06  26.20 -31.30   3.90   0.50   1.40   0.42
 56.67390  46.02626  4.5376 446   5.95  56.30 -21.60   6.70   0.00   0.00   0.00
 56.78474  46.69604  4.1537 450   5.88  11.90 -24.00   6.70   0.06   0.13   0.05
 56.80978  46.06335  4.5794 444   5.59  24.30 -43.60   6.70   0.05   0.14   0.04
 57.00284  46.05179  4.6849 446   5.17  23.60 -32.80   4.60  20.79   9.35   7.67
 57.20122  46.13440  4.7320 449   5.33  27.80  -4.80   6.60   0.00   0.00   0.00
 57.20398  47.79679  3.8502 445   6.47  32.30  -8.80   6.80   0.00   0.00   0.00
 57.51767  47.26397  4.2679 441   4.39   7.20 -44.00   3.90   0.00   0.00   0.00
 57.62611  47.66771  4.1619 445   6.38  31.10 -37.30   6.90   0.00   0.01   0.00
 57.78059  47.58043  4.2918 446   6.32  13.90 -11.70   6.90   0.00   0.00   0.00
 56.39732  49.85422  3.1064 441   5.83  20.70 -50.30   4.00   0.00   0.00   0.00
 56.68828  48.78148  3.2600 442   6.09  52.60 -45.00   5.50   0.00   0.00   0.00
 56.94902  48.42222  3.4961 447   6.11  28.50 -22.90   5.70   0.25   0.81   0.21
 57.08487  49.45967  3.4954 444   5.47  30.60 -17.90   4.10   2.99   2.62   1.63
 57.65763  48.95896  3.8750 443   6.03  23.60 -24.70   5.60   0.67   1.71   0.56
 57.73501  48.96478  3.9252 444   6.36  16.00 -19.00   5.60   0.00   0.01   0.00
 57.83339  49.13762  3.9797 441   6.64  20.30 -18.50   5.60   0.00   0.00   0.00
 56.13569  50.74916  3.2585 442   6.68  15.60 -17.80   4.70   0.00   0.00   0.00
 56.13632  50.85777  3.3117 443   6.43  19.20   1.00   7.00   0.00   0.00   0.00
 56.43861  50.92216  3.5094 448   5.36   5.20 -24.50   6.90   0.04   0.10   0.03
 56.48823  51.54609  3.8760 448   6.25   1.60 -20.10   7.60   0.00   0.00   0.00
 56.85041  51.42337  3.9901 444   5.47   7.10 -13.50   4.60   0.00   0.00   0.00
 56.87530  50.31535  3.5219 447   6.47   4.90 -24.60   5.70   0.00   0.00   0.00
 56.95917  51.84409  4.2886 443   6.46   0.60 -15.90   6.90   0.00   0.00   0.00
 56.97412  51.42039  4.0532 450   6.12  27.10 -18.50   7.40   0.04   0.14   0.03
 57.06163  51.79241  4.3084 443   5.39  -1.00 -15.60   4.60   0.00   0.00   0.00
 57.08210  51.35147  4.0741 443   6.55  26.00 -37.00   5.60   0.00   0.01   0.00
 57.09018  51.55951  4.1897 450   6.17  20.10 -15.50   7.60   0.00   0.02   0.00
 57.34912  51.87279  4.4994 444   6.03  -1.30 -17.30   4.70   0.00   0.00   0.00
 57.46263  50.06734  3.8211 444   6.54  26.80 -35.10   5.90   0.00   0.01   0.00
 57.67787  51.27597  4.3624 447   6.32  24.00   4.10   5.70   0.00   0.00   0.00
 55.97003  53.50250  5.1131 446   5.96  19.60 -23.70   6.80   0.16   0.38   0.13
 56.00844  53.31218  4.9669 449   4.60   9.70 -12.20   6.50   0.00   0.01   0.00
 56.02249  53.18687  4.8685 445   4.53  14.00  -6.20   4.60   0.00   0.00   0.00
 56.03168  53.44887  5.0882 443   6.43  18.50 -33.50   6.80   0.00   0.01   0.00
 56.04769  53.27355  4.9482 448   6.15  18.60   0.60   7.00   0.00   0.00   0.00
 56.05677  53.66202  5.2753 441   6.69  26.40  -4.40   6.80   0.00   0.00   0.00
 56.06124  53.54574  5.1788 450   5.93   1.20 -24.70   7.00   0.00   0.00   0.00
 56.07509  53.40510  5.0661 449   5.81   8.30 -27.00   6.80   0.01   0.02   0.00
 56.07836  53.66306  5.2830 445   6.49  15.40   2.00   7.10   0.00   0.00   0.00
 56.08873  53.29731  4.9817 447   5.46   8.10 -22.00   4.60   0.02   0.05   0.02
 56.08877  52.57390  4.4067 446   6.26  36.60 -12.20   6.90   0.00   0.00   0.00
 56.09494  52.10365  4.0611 444   5.71  17.80   2.50   6.60   0.00   0.00   0.00
 56.09675  53.80664  5.4104 441   5.88  -0.10 -21.00   4.70   0.00   0.00   0.00
 56.10340  52.94386  4.7010 447   6.69  32.10 -11.70   7.80   0.00   0.00   0.00
 56.11529  53.53826  5.1902 450   5.96  15.50  -2.50   7.10   0.00   0.00   0.00
 56.14719  53.86775  5.4781 446   6.53  23.90  -4.10   7.60   0.00   0.00   0.00
 56.14836  53.81292  5.4319 444   5.05  10.20 -20.90   4.70   0.14   0.20   0.09
 56.20307  53.41596  5.1181 449   5.80  24.80 -14.40   6.70   0.03   0.06   0.02
 56.22514  53.98409  5.6012 446   5.40   7.50 -19.30   5.00   0.00   0.01   0.00
 56.26161  53.76230  5.4251 444   5.61  33.40 -39.90   4.70   0.02   0.08   0.02
 56.34484  53.61554  5.3303 445   6.14   5.40 -28.50   6.80   0.00   0.00   0.00
 56.35879  53.44940  5.1988 445   6.53  11.80 -10.90   7.90   0.00   0.00   0.00
 56.36358  53.38210  5.1458 442   6.51   3.50 -15.30   6.70   0.00   0.00   0.00
 56.37529  53.47704  5.2270 448   6.16   0.10 -20.00   7.00   0.00   0.00   0.00
 56.38021  53.79845  5.4938 450   5.46  -5.30 -15.10   6.80   0.00   0.00   0.00
 56.38549  52.04279  4.1465 441   5.55  27.90 -18.20   4.60   1.88   1.66   1.00
 56.40944  52.72790  4.6502 444   4.06 -10.90 -12.10   3.90   0.00   0.00   0.00
 56.44633  52.71738  4.6570 441   6.63  28.10 -25.80   6.80   0.00   0.01   0.00
 56.47351  53.44049  5.2316 442   6.28  18.90   1.10   6.80   0.00   0.00   0.00
 56.47673  53.80369  5.5298 447   4.40  -0.20 -17.40   4.70   0.00   0.00   0.00
 56.48757  52.94561  4.8467 449   5.69  13.10 -18.60   6.90   0.04   0.07   0.03
 56.51700  52.80133  4.7484 442   5.58  23.00  -8.70   6.60   0.00   0.01   0.00
 56.53335  53.23656  5.0905 446   5.77   8.40 -17.10   6.60   0.00   0.00   0.00
 56.54296  53.88358  5.6179 447   5.50  45.10 -39.50   6.80   0.00   0.00   0.00
 56.55189  53.86419  5.6048 441   6.57   8.80 -32.10   6.70   0.00   0.00   0.00
 56.56003  53.41376  5.2409 443   5.61  12.50  -9.60   4.60   0.00   0.00   0.00
 56.57196  53.61291  5.4055 448   6.11   4.60 -18.20   7.10   0.00   0.00   0.00
 56.57220  52.78302  4.7566 450   3.76  20.10 -13.90   4.60   0.01   0.06   0.01
 56.58415  53.12076  5.0189 449   4.79  15.10 -12.10   6.60   0.04   0.08   0.03
 56.58690  52.32591  4.4314 445   5.55  -6.10 -18.30   4.60   0.00   0.00   0.00
 56.59724  53.58646  5.3929 444   5.35  19.50  -9.70   6.80   0.01   0.02   0.01
 56.64781  53.80508  5.5882 448   5.10  17.30 -38.50   4.60   0.63   0.83   0.41
 56.65372  52.76750  4.7780 450   4.28   2.10 -16.30   4.60   0.00   0.00   0.00
 56.67095  52.69869  4.7344 442   6.34 -11.60 -13.10   6.70   0.00   0.00   0.00
 56.67539  53.71705  5.5259 450   5.63  -4.30 -19.20   6.80   0.00   0.00   0.00
 56.69256  52.42561  4.5473 448   4.80   4.00 -26.10   4.60   0.01   0.04   0.01
 56.69422  53.93920  5.7140 444   6.64  -2.80 -25.20   7.00   0.00   0.00   0.00
 56.69726  52.99455  4.9656 446   3.94   4.50 -15.60   4.60   0.00   0.00   0.00
 56.70466  53.95803  5.7330 450   5.78  10.30 -17.30   7.00   0.00   0.00   0.00
 56.71003  53.83295  5.6321 450   5.47  14.30 -33.40   4.70   0.33   0.40   0.20
 56.71739  53.17396  5.1106 444   6.05  24.60   4.00   6.80   0.00   0.00   0.00
 56.72820  53.86875  5.6676 448   6.20  22.60  -9.30   7.20   0.00   0.00   0.00
 56.72950  53.71456  5.5426 449   5.92   6.30 -16.70   6.80   0.00   0.00   0.00
 56.73193  52.71549  4.7718 444   5.99   1.40 -35.70   6.70   0.00   0.00   0.00
 56.73680  53.80094  5.6152 449   6.20  15.40 -14.50   7.10   0.00   0.00   0.00
 56.73793  53.58852  5.4442 450   5.57  11.90 -23.00   6.70   0.09   0.13   0.06
 56.75881  53.85372  5.6657 443   5.77   7.10 -16.30   4.60   0.00   0.00   0.00
 56.76133  53.62975  5.4855 443   6.48  -1.30 -22.20   6.80   0.00   0.00   0.00
 56.76770  53.30762  5.2333 448   4.66  18.50  -2.10   4.60   0.00   0.00   0.00
 56.79477  53.91130  5.7250 445   6.45  15.10  -2.00   6.90   0.00   0.00   0.00
 56.79720  53.53052  5.4193 445   5.10   1.30 -15.70   4.60   0.00   0.00   0.00
 56.80239  52.88034  4.9219 449   5.60  11.40 -10.60   6.70   0.00   0.00   0.00
 56.80627  53.71467  5.5696 446   6.69   9.40 -26.50   7.90   0.00   0.00   0.00
 56.83024  52.88353  4.9356 446   5.98  33.70 -15.20   6.80   0.00   0.01   0.00
 56.84703  53.62266  5.5104 448   5.20   7.20 -14.70   6.80   0.00   0.00   0.00
 56.89061  52.97920  5.0310 443   6.30   8.40 -14.20   6.80   0.00   0.00   0.00
 56.91045  52.98170  5.0408 447   6.28   8.50 -32.30   7.00   0.00   0.00   0.00
 56.91479  52.94947  5.0187 447   5.66  16.10  -2.10   6.70   0.00   0.00   0.00
 56.92592  53.81569  5.6928 449   5.50  16.70 -30.10   6.90   1.10   1.09   0.61
 56.92811  52.89525  4.9842 443   6.25  12.10 -26.30   6.70   0.00   0.01   0.00
 56.94905  53.03719  5.0976 444   6.67   4.70 -35.60   6.90   0.00   0.00   0.00
 56.95164  52.02087  4.3946 442   6.28  -9.00 -15.90   6.70   0.00   0.00   0.00
 56.95887  53.21925  5.2384 447   6.13  -7.80 -21.50   6.70   0.00   0.00   0.00
 56.98719  53.31737  5.3242 447   4.86   9.90 -11.30   4.60   0.00   0.01   0.00
 56.98830  53.78259  5.6884 446   5.08   4.00 -15.10   4.80   0.00   0.00   0.00
 57.00084  53.01791  5.1042 446   6.35  15.90 -28.00   7.00   0.00   0.01   0.00
 57.01041  53.61460  5.5634 446   6.01  -8.80 -14.50   6.80   0.00   0.00   0.00
 57.02321  52.86679  5.0028 449   5.88 -14.20 -19.10   6.80   0.00   0.00   0.00
