 ra        dec       radius SpT   DM    PMra  PMdec    SPM    mem    memp   mem1
 45.64490  47.41967  4.4034 441   6.06   7.70 -19.00   6.60   0.00   0.00   0.00
 45.75337  47.07830  4.4934 442   5.88  32.20  -5.30   6.40   0.00   0.00   0.00
 44.00456  49.02564  5.0727 444   6.01  10.70 -20.40   6.60   0.00   0.01   0.00
 44.07092  48.29650  5.1315 443   6.06 -12.00 -31.30   6.60   0.00   0.00   0.00
 44.10841  49.48713  4.9941 441   6.38   2.70 -57.10   6.60   0.00   0.00   0.00
 44.27853  49.99345  4.9226 443   5.49   2.60 -17.00   4.60   0.00   0.00   0.00
 44.46503  49.90944  4.7932 441   5.86   5.00 -34.20   6.60   0.00   0.00   0.00
 44.46697  48.39973  4.8529 450   5.79  10.70 -15.60   6.70   0.00   0.01   0.00
 44.52884  48.59383  4.7783 443   5.88  13.80  -6.20   4.60   0.00   0.00   0.00
 44.54967  49.95311  4.7445 447   5.67   9.70 -13.10   6.60   0.00   0.00   0.00
 44.57347  48.46683  4.7708 442   5.98  22.00 -26.60   6.60   0.40   0.97   0.32
 44.58353  49.83331  4.7089 442   6.25   5.30 -20.80   6.60   0.00   0.00   0.00
 44.88403  48.34840  4.5921 444   5.84  16.90   3.90   6.70   0.00   0.00   0.00
 45.09600  49.94953  4.3957 447   5.76  43.10 -19.20   6.70   0.00   0.00   0.00
 45.27049  49.83143  4.2685 443   5.99   7.30 -19.90   4.60   0.00   0.00   0.00
 45.51732  49.17279  4.0762 443   6.28  12.50 -10.00   6.60   0.00   0.00   0.00
 45.92592  48.28567  3.9321 446   4.04  31.80 -28.80   4.70   5.96   7.32   4.03
 44.73338  51.46946  5.0579 449   5.89  19.50 -12.80   6.70   0.00   0.01   0.00
 44.91587  50.47215  4.6121 443   5.59  24.80 -35.20   4.60   2.67   2.58   1.49
 45.04678  51.66613  4.9716 442   6.51  41.40  -7.50   4.80   0.00   0.00   0.00
 45.35278  50.48805  4.3479 443   4.71  35.70 -25.70   4.60   4.45   4.49   2.66
 45.39702  51.14205  4.5447 443   6.28   3.10 -17.80   6.60   0.00   0.00   0.00
 45.53587  50.21275  4.1664 442   6.34  19.00  -9.40   6.60   0.00   0.00   0.00
 45.56358  50.62756  4.2609 443   6.64   1.60 -42.30   4.70   0.00   0.00   0.00
 45.61268  51.26527  4.4746 450   6.02  13.40 -12.00   7.10   0.00   0.00   0.00
 45.82321  50.12761  3.9682 441   6.54  -5.20 -15.90   6.60   0.00   0.00   0.00
 45.91441  51.52671  4.4334 444   6.16   1.30 -33.00   6.60   0.00   0.00   0.00
 46.01803  51.79604  4.5231 449   5.59  43.70 -23.50   6.80   0.00   0.01   0.00
 44.73425  52.91642  5.8169 443   6.12  16.70 -14.90   7.30   0.00   0.00   0.00
 44.87752  53.12859  5.8837 447   5.83  19.40 -19.50   5.10   0.06   0.11   0.04
 45.30810  53.07400  5.6528 442   6.46  12.50 -15.10   6.90   0.00   0.00   0.00
 45.43489  52.86620  5.4582 446   5.70  29.30 -40.40   7.30   0.03   0.09   0.03
 45.78666  52.39119  4.9904 441   6.17  16.50 -13.00   4.70   0.00   0.00   0.00
 45.92951  52.31712  4.8760 450   5.25   7.30 -24.20   4.70   0.06   0.10   0.04
 45.94350  52.76633  5.1623 446   5.83  -7.20 -45.90   6.80   0.00   0.00   0.00
 46.38037  44.79126  5.6690 450   4.49  21.10 -29.40   5.30   8.80   6.81   4.87
 46.70594  45.39926  5.0537 449   5.45  15.90  -4.30   7.30   0.00   0.00   0.00
 46.95195  45.72156  4.6980 441   4.78  33.20 -37.20   3.90   1.74   2.71   1.21
 47.68812  47.14421  3.3538 442   5.70  42.90 -42.30   6.60   0.00   0.00   0.00
 46.05819  48.33643  3.8344 441   6.44  14.90 -15.80   6.70   0.00   0.00   0.00
 46.27993  48.99739  3.5858 443   5.10  26.10 -25.20   4.60  59.24   8.68  10.33
 46.50474  49.27406  3.4303 449   4.58  41.50 -47.00   4.60   0.00   0.00   0.00
 46.51146  49.75764  3.4648 444   5.61  14.10 -10.40   4.60   0.01   0.02   0.00
 46.55783  49.11554  3.3976 448   5.48  16.80  -9.30   6.60   0.01   0.04   0.01
 46.66155  49.62018  3.3503 449   4.95  26.80 -10.90   4.60   0.60   1.06   0.44
 46.67583  49.62153  3.3413 441   6.39  12.40 -19.30   4.60   0.00   0.00   0.00
 46.79164  49.05704  3.2472 442   6.26  35.20 -14.90   6.60   0.00   0.00   0.00
 46.87156  48.61943  3.2471 441   5.81  25.50 -15.50   6.60   0.38   0.62   0.26
 47.22743  49.32178  2.9603 441   6.24  25.00 -21.30   6.60   0.13   0.60   0.12
 47.28247  48.91758  2.9364 448   4.72  21.20 -27.50   4.60  78.16   5.39   7.93
 47.34956  49.90615  2.9628 445   6.06  22.90 -14.80   6.80   0.05   0.15   0.04
 47.36419  48.79271  2.8980 444   6.18  13.50 -26.40   6.70   0.05   0.22   0.05
 47.49479  48.71685  2.8248 446   5.88 -12.00 -17.00   6.70   0.00   0.00   0.00
 47.62273  48.47555  2.7937 444   6.34   0.10 -26.30   4.70   0.00   0.00   0.00
 47.62561  48.79089  2.7278 449   6.31  13.40 -23.50   7.70   0.01   0.07   0.01
 47.96873  48.73358  2.5140 449   5.35  21.00 -27.30   6.60  71.47   6.14   8.15
 46.01803  51.79604  4.5231 449   5.59  43.70 -23.50   6.80   0.00   0.01   0.00
 46.24897  50.65863  3.8625 444   6.07  22.70 -49.30   6.60   0.00   0.00   0.00
 46.30725  50.17223  3.6770 442   5.89  23.80 -14.60   4.80   0.08   0.18   0.06
 46.54259  50.87642  3.7790 446   5.44  35.30   8.90   4.60   0.00   0.00   0.00
 46.85248  51.24847  3.7888 445   6.00  42.90 -22.70   6.60   0.00   0.00   0.00
 47.27098  50.47169  3.1909 445   5.67  14.30 -24.90   4.60   2.85   2.56   1.56
 47.27533  51.89499  3.9734 447   5.76  34.60 -35.70   6.70   0.17   0.41   0.13
 47.45874  50.18941  2.9763 447   6.31  20.90 -10.00   7.20   0.00   0.00   0.00
 47.48183  50.93991  3.2900 441   6.57  11.00 -16.20   6.60   0.00   0.00   0.00
 47.58197  50.66459  3.0970 441   6.46  36.40 -21.80   6.60   0.00   0.01   0.00
 47.62596  50.08434  2.8409 441   6.59  27.50   4.00   6.70   0.00   0.00   0.00
 47.66550  51.31704  3.4134 449   6.11   5.50 -20.40   7.10   0.00   0.00   0.00
 47.73085  50.26763  2.8414 441   5.82  19.10 -23.60   4.60   5.71   6.35   3.73
 47.76969  51.80482  3.6906 445   6.51  25.50  -4.10   7.10   0.00   0.00   0.00
 47.86908  51.38086  3.3562 448   6.09  39.90  -0.10   7.20   0.00   0.00   0.00
 47.87323  51.01419  3.1267 446   6.44   9.10 -25.90   7.00   0.00   0.00   0.00
 46.09120  53.36238  5.5235 450   5.46  10.30 -11.80   6.70   0.00   0.00   0.00
 46.21233  52.41875  4.8087 447   4.00  -2.10 -16.90   4.00   0.00   0.00   0.00
 46.24989  52.82764  5.0707 441   6.57   1.60 -31.20   6.80   0.00   0.00   0.00
 46.47143  53.98016  5.8612 442   6.61  36.50  -9.20   5.00   0.00   0.00   0.00
 46.66479  52.51211  4.6699 446   6.50  17.70 -14.10   7.30   0.00   0.00   0.00
 46.69728  52.21851  4.4540 443   6.25  31.80 -28.40   4.70   0.01   0.08   0.01
 46.99569  52.40544  4.4521 448   5.94  -0.20 -17.80   4.70   0.00   0.00   0.00
 47.30804  52.75504  4.5861 448   6.01  20.50 -31.60   6.90   0.24   0.63   0.20
 47.87931  52.02073  3.8013 441   6.49  21.40  -9.90   6.80   0.00   0.00   0.00
 48.04842  45.89251  4.0817 441   6.67  48.80 -23.60   6.80   0.00   0.00   0.00
 48.65435  45.55056  4.1395 442   5.42  -6.90 -15.70   4.70   0.00   0.00   0.00
 49.24891  45.34757  4.1365 442   5.60  29.30 -34.90   4.50   2.78   2.88   1.61
 48.16362  47.31019  2.9972 442   6.00  40.40 -30.10   4.70   0.01   0.05   0.01
 48.22310  47.58450  2.8015 443   6.29  24.10 -45.90   6.70   0.00   0.00   0.00
 48.49935  47.00606  3.0307 448   6.09  12.50  -8.60   6.90   0.00   0.00   0.00
 48.58001  47.97259  2.3915 443   4.73  14.20 -39.70   4.10   5.26   7.24   3.66
 48.87132  46.40588  3.3327 448   5.92  23.30 -29.80   6.50   3.52   5.76   2.64
 48.89166  47.13112  2.7557 444   5.38   9.80 -14.50   4.50   0.07   0.16   0.05
 49.29651  46.97558  2.6995 441   6.66  14.20 -22.40   6.50   0.00   0.00   0.00
 49.48449  46.17021  3.3209 450   5.84  12.80 -22.60   6.70   0.26   0.45   0.19
 49.87981  47.08703  2.3858 450   5.13  56.00 -40.60   6.80   0.00   0.00   0.00
 50.02173  47.20392  2.2360 448   4.47  18.10 -12.40   4.70   1.83   2.38   1.23
 48.08826  48.75245  2.4331 443   6.20  17.90 -22.80   6.60   0.23   0.92   0.20
 48.26182  48.85388  2.3043 443   6.15  11.60 -18.00   6.60   0.01   0.03   0.01
 48.28072  49.74416  2.3407 446   5.11  24.20 -24.60   4.60  85.72   3.35   4.28
 48.41642  48.45739  2.2938 447   5.24  50.90  -3.30   6.70   0.00   0.00   0.00
 48.48139  49.48959  2.1629 445   5.70  -6.60 -16.00   6.60   0.00   0.00   0.00
 48.56426  48.44224  2.2057 445   6.57  14.60 -31.80   7.60   0.00   0.03   0.00
 48.69963  49.01942  2.0008 448   5.33   4.20 -38.40   6.50   0.02   0.09   0.01
 48.69999  48.87746  2.0155 447   4.66  22.80 -26.10   4.60  91.33   2.27   3.90
 48.73236  48.58428  2.0565 442   6.29  27.80 -30.20   6.50   0.36   1.96   0.34
 48.75244  48.19968  2.1832 449   4.27  22.20 -19.70   4.60  48.72  11.48  14.12
 48.79668  49.78748  2.0324 441   6.55  -3.80 -23.70   6.80   0.00   0.00   0.00
 48.86360  49.67509  1.9586 441   5.06  25.80 -28.00   3.90  92.33   1.78   2.28
 48.93052  48.44838  1.9753 447   6.11  21.00 -14.90   7.20   0.08   0.29   0.07
 49.01270  49.96091  1.9651 441   6.60  28.80 -32.30   6.70   0.01   0.10   0.01
 49.04053  49.88368  1.9180 444   6.37  11.50 -20.30   7.00   0.00   0.02   0.00
 49.11130  49.14478  1.7266 441   6.46  23.70 -55.10   6.60   0.00   0.00   0.00
 49.20854  49.74989  1.7686 448   5.55  29.90 -24.60   6.60  53.91  10.44  12.83
 49.43386  48.55798  1.6246 449   4.87  22.80 -59.20   4.70   0.00   0.00   0.00
 49.53483  49.27262  1.4555 441   5.02  26.60 -28.00   3.90  95.50   1.01   1.29
 49.53775  49.42194  1.4746 449   5.29  23.50 -25.50   4.70  91.88   1.94   2.66
 49.59193  49.33875  1.4261 446   5.29  23.10 -32.60   4.90  89.22   2.37   3.23
 49.65620  48.93738  1.3849 441   4.98  28.50 -25.40   3.90  94.14   1.25   1.62
 49.86055  48.81524  1.2772 443   5.59  -9.20 -36.20   4.70   0.00   0.00   0.00
 49.97802  48.27533  1.4426 444   4.87  24.40 -28.00   4.00  96.37   0.86   1.17
 50.01899  49.18622  1.1341 444   6.48  12.90 -21.60   6.50   0.00   0.05   0.00
 48.03641  50.93592  2.9975 447   6.40  -8.60 -12.80   7.00   0.00   0.00   0.00
 48.29991  50.25929  2.5056 448   5.55  -1.00 -20.10   6.60   0.00   0.00   0.00
 48.44072  50.82293  2.7254 442   6.45  16.90 -17.40   6.70   0.00   0.01   0.00
 48.50605  51.40458  3.0848 444   5.93  32.10 -31.60   6.80   0.92   1.97   0.70
 48.52425  50.90789  2.7369 441   5.21   9.60 -25.60   3.90   3.86   3.46   2.20
 48.52784  51.92889  3.4758 442   6.14  15.70 -16.70   4.70   0.01   0.03   0.01
 48.56556  50.65169  2.5601 450   4.53  31.40 -28.60   4.60  61.59   9.54  14.43
 48.90646  50.74017  2.4442 441   6.67  -9.80 -23.10   6.70   0.00   0.00   0.00
 48.95985  50.94136  2.5550 449   5.81  18.20 -18.30   6.80   1.50   1.98   0.98
 49.11495  51.82361  3.1810 442   5.16  28.80 -29.70   4.10  60.41   8.11   9.81
 49.16746  50.25259  2.0183 442   6.15  11.40 -23.30   6.70   0.05   0.18   0.04
 49.33045  50.34197  1.9845 446   6.47 -11.80  -9.60   7.10   0.00   0.00   0.00
 49.46451  50.54467  2.0499 448   5.55  49.10 -19.90   6.70   0.00   0.00   0.00
 49.55225  51.52284  2.7823 442   6.36  20.40 -11.50   4.70   0.00   0.00   0.00
 49.61864  51.18083  2.4720 441   5.90  43.50 -33.80   4.70   0.00   0.02   0.00
 49.72996  50.68464  2.0348 445   6.06   6.50 -17.70   6.60   0.00   0.00   0.00
 49.89833  51.16855  2.3672 446   5.87  14.60 -20.40   6.80   0.78   1.29   0.55
 48.04949  53.18041  4.6756 448   5.44  13.10 -11.90   4.70   0.01   0.02   0.01
 48.16739  53.35899  4.7944 450   6.39   9.20 -26.20   7.10   0.00   0.00   0.00
 48.28707  53.12271  4.5535 446   5.87  26.20  -3.40   4.70   0.00   0.00   0.00
 48.36716  52.88085  4.3204 447   6.51  24.00 -57.00   7.80   0.00   0.00   0.00
 48.73751  52.37173  3.7685 448   6.26  12.90  -8.90   7.60   0.00   0.00   0.00
 48.88421  53.54081  4.7687 441   6.66   7.60 -13.40   7.20   0.00   0.00   0.00
 49.32335  53.54117  4.6732 450   5.75   8.80 -15.90   7.00   0.00   0.00   0.00
 49.32440  52.84779  4.0278 443   6.61  13.30 -19.30   5.00   0.00   0.00   0.00
 49.32819  53.55540  4.6856 448   5.59  -5.90 -17.90   4.70   0.00   0.00   0.00
 49.71569  53.91446  4.9582 450   6.22  12.00 -11.00   7.90   0.00   0.00   0.00
 49.73731  52.29455  3.4205 444   5.83   7.70 -23.70   4.70   0.02   0.04   0.01
 49.89971  53.06762  4.1147 445   6.55  13.50 -10.00   7.70   0.00   0.00   0.00
 49.98641  53.38961  4.4096 449   5.84  20.80  -3.90   6.90   0.00   0.00   0.00
 50.57702  45.46784  3.7377 449   5.86  -5.40 -48.30   4.80   0.00   0.00   0.00
 51.39342  45.90646  3.2225 442   6.04  31.70 -43.80   5.20   0.00   0.02   0.00
 51.66179  44.86795  4.2525 442   5.58   7.30 -50.60   4.90   0.00   0.00   0.00
 50.02173  47.20392  2.2360 448   4.47  18.10 -12.40   4.70   1.83   2.38   1.23
 50.19129  46.01324  3.2798 450   6.25  18.70 -24.40   6.00   0.08   0.41   0.08
 50.20223  47.07233  2.2937 446   5.27   7.40 -37.50   4.60   0.22   0.69   0.19
 50.54399  47.76150  1.5765 441   6.46  12.00 -24.70   6.60   0.00   0.05   0.00
 50.58040  47.78476  1.5442 447   5.85 -11.20 -11.50   6.60   0.00   0.00   0.00
 50.61385  47.34675  1.9279 445   4.61  25.20 -34.10   3.90  83.68   4.08   7.27
 50.69260  46.65652  2.5634 445   3.93  31.90 -49.60   3.90   0.00   0.01   0.00
 51.10006  47.45876  1.7166 450   5.22  23.10 -34.40   6.50  82.73   3.94   5.58
 51.33580  47.46803  1.6748 450   6.21  15.70 -10.40   7.70   0.00   0.00   0.00
 51.33885  47.98782  1.1644 447   4.84  11.60 -16.30   4.70   7.60   8.41   4.88
 51.39882  47.39549  1.7403 444   3.87  21.40 -31.40   3.90  38.73  27.96  31.17
 51.87377  47.39542  1.7265 441   5.15  26.20 -32.50   3.90  89.19   2.43   3.24
 51.89558  47.95462  1.1694 446   4.40  18.30 -29.40   4.10  89.61   3.23   6.47
 52.03478  47.90012  1.2344 448   4.84  17.40 -27.50   4.60  92.67   1.51   1.96
 50.01899  49.18622  1.1341 444   6.48  12.90 -21.60   6.50   0.00   0.05   0.00
 50.08027  48.70226  1.1742 441   6.68  -4.10 -21.40   6.40   0.00   0.00   0.00
 50.08792  48.01763  1.5571 450   4.88  27.10 -30.30   4.50  94.45   1.17   1.51
 50.24933  48.31002  1.2792 446   5.07  23.90 -26.30   4.50  96.32   0.92   1.21
 50.27059  48.00822  1.4814 442   5.70  25.50 -49.00   4.50   0.01   0.12   0.01
 50.41842  49.16201  0.8721 446   5.82  -1.30 -23.20   6.30   0.00   0.00   0.00
 50.43148  49.45820  0.9241 446   5.53  13.30 -15.60   4.50   2.98   3.77   1.93
 50.44446  48.82592  0.9060 445   4.37  27.10 -28.00   3.80  95.20   1.65   3.35
 50.60883  48.94684  0.7679 443   6.30  20.20 -13.40   6.80   0.02   0.11   0.02
 50.68949  48.35922  1.0334 441   5.17  22.50 -34.30   4.00  92.29   1.88   2.75
 50.76407  48.88496  0.6882 441   5.99  33.20 -41.10   6.70   0.20   0.96   0.18
 50.82898  48.91957  0.6364 443   6.58  15.50 -16.40   7.00   0.00   0.02   0.00
 51.24552  49.12832  0.3302 441   6.28   3.70 -16.40   4.80   0.00   0.00   0.00
 51.43537  48.12934  1.0122 441   4.92 -13.90 -36.20   4.00   0.00   0.00   0.00
 51.66709  48.31944  0.8024 441   4.20  24.50 -23.90   4.00  92.49   3.02   6.35
 51.80709  49.24343  0.1290 446   5.08  21.20 -37.20   4.60  93.38   2.36   4.63
 50.06270  51.18479  2.3306 444   6.07  11.20 -14.20   6.40   0.00   0.01   0.00
 50.06559  50.43329  1.7052 443   6.45   0.30 -23.50   6.40   0.00   0.00   0.00
 50.11697  50.29498  1.5797 445   4.60  27.80  -5.40   3.80   0.03   0.19   0.03
 50.15066  51.83755  2.9017 447   4.48  23.30 -30.80   4.40  71.22   7.69  13.44
 50.19192  51.86358  2.9170 443   6.52  18.10 -20.30   4.60   0.00   0.02   0.00
 50.34743  50.29819  1.4868 447   5.66  11.60 -10.50   6.30   0.01   0.06   0.01
 50.41176  51.40842  2.4430 450   5.78  -4.90 -21.40   6.50   0.00   0.00   0.00
 50.62381  50.79896  1.8286 443   6.45  -6.50 -17.90   6.90   0.00   0.00   0.00
 50.66869  51.96606  2.9278 441   5.23  24.40 -32.80   4.00  63.23   7.41   9.11
 50.73689  50.72054  1.7283 444   6.64  33.00 -14.80   7.30   0.00   0.00   0.00
 50.73890  51.80443  2.7604 441   5.45  26.60 -26.80   4.70  57.08   8.66  10.94
 50.75990  50.31761  1.3579 445   4.60  25.50 -26.90   4.70  95.58   1.20   2.33
 50.76037  51.59886  2.5579 445   6.66  18.70  -3.40   7.60   0.00   0.00   0.00
 50.91840  51.78533  2.7174 446   6.02  16.30 -21.70   4.90   0.42   1.00   0.34
 50.94017  51.12350  2.0697 448   4.76   2.80 -41.60   4.70   0.00   0.02   0.00
 51.07277  51.91822  2.8311 441   6.68  22.70  -2.00   4.90   0.00   0.00   0.00
 51.11487  50.27008  1.2212 447   5.09  28.40 -28.30   4.70  95.12   1.10   1.45
 51.14531  50.23474  1.1814 449   4.38  25.20 -27.10   4.70  94.48   1.92   3.93
 51.28863  51.69541  2.5921 443   6.04   2.20 -15.40   6.70   0.00   0.00   0.00
 51.28984  51.41231  2.3111 444   6.64 -14.80 -27.40   7.90   0.00   0.00   0.00
 51.30743  50.41851  1.3296 444   4.10  21.40 -29.00   4.00  84.00   7.08  16.19
 51.36042  50.21854  1.1271 441   5.97  48.60 -27.90   4.70   0.00   0.00   0.00
 51.37625  50.81103  1.7080 443   6.56  25.60 -33.40   7.20   0.02   0.23   0.02
 51.42684  51.73563  2.6237 444   6.18   2.80 -30.40   6.90   0.00   0.00   0.00
 51.44692  51.44878  2.3368 449   5.82  32.50 -32.90   5.00   3.48   5.34   2.44
 51.53436  51.66116  2.5449 450   5.98   6.40 -30.40   7.20   0.01   0.03   0.01
 51.60519  50.91935  1.8018 444   4.64  34.40 -16.10   4.00   8.21  10.18   5.65
 51.68326  51.95997  2.8403 448   5.80  10.10 -13.30   4.70   0.00   0.01   0.00
 51.69027  51.02081  1.9012 447   6.38  16.40 -21.10   7.40   0.02   0.19   0.02
 51.69996  50.03764  0.9182 443   5.35  20.20 -28.20   4.50  93.41   1.61   2.31
 51.71701  50.00906  0.8893 449   4.40  21.20 -25.20   4.50  94.87   1.80   3.68
 51.77308  50.16484  1.0449 441   5.73  33.20 -12.60   4.50   0.30   0.85   0.25
 51.84014  51.49803  2.3787 441   6.68  -2.90 -35.20   4.80   0.00   0.00   0.00
 52.02077  51.62191  2.5079 441   6.69  -5.00 -23.10   6.70   0.00   0.00   0.00
 49.98641  53.38961  4.4096 449   5.84  20.80  -3.90   6.90   0.00   0.00   0.00
 50.01674  52.17561  3.2470 442   6.44  19.10  -5.50   6.50   0.00   0.00   0.00
 50.03756  53.47177  4.4812 448   3.87   8.20 -16.30   4.50   0.00   0.00   0.00
 50.48823  53.07344  4.0319 442   5.12  34.90  -6.30   3.80   0.00   0.01   0.00
 50.88157  52.35575  3.2820 443   6.00  20.00 -32.00   6.80   1.03   2.30   0.83
 51.02259  53.99121  4.8921 444   6.27   9.80 -15.40   4.90   0.00   0.00   0.00
 51.41616  53.33718  4.2223 445   6.59 -13.00 -12.20   7.30   0.00   0.00   0.00
 51.42684  52.79682  3.6824 443   6.60  25.00 -20.50   5.00   0.00   0.01   0.00
 51.48891  53.76211  4.6450 445   5.09  24.80 -29.60   4.80  33.78  11.46  10.76
 51.53736  52.00193  2.8851 445   6.69  16.10 -12.40   7.90   0.00   0.00   0.00
 51.78815  53.94169  4.8217 441   6.35   1.70 -29.10   4.70   0.00   0.00   0.00
 52.49857  44.80330  4.3468 445   5.39  36.80 -17.10   5.20   0.10   0.24   0.08
 53.71336  44.94379  4.3850 444   6.53  -3.10 -27.70   6.60   0.00   0.00   0.00
 52.03478  47.90012  1.2344 448   4.84  17.40 -27.50   4.60  92.67   1.51   1.96
 52.09821  47.57178  1.5654 450   4.81  27.20 -31.20   6.50  93.61   1.39   1.89
 52.15326  47.10810  2.0298 449   5.23  -2.70 -36.00   6.60   0.00   0.00   0.00
 52.27952  47.56917  1.5902 446   6.59  -2.00 -18.50   7.40   0.00   0.00   0.00
 52.28147  47.99191  1.1817 443   5.94  -2.20 -15.70   4.60   0.00   0.00   0.00
 52.33255  47.73616  1.4368 445   5.78 -11.40 -28.90   6.50   0.00   0.00   0.00
 52.72346  46.80025  2.4095 445   4.87  22.80 -27.00   4.60  89.11   2.68   3.67
 53.12021  47.25062  2.0806 441   6.44  18.10 -47.70   6.90   0.00   0.00   0.00
 53.19174  47.01991  2.3104 443   5.61  29.50 -31.60   4.70  31.32  12.88  12.32
 53.20710  47.55058  1.8442 446   6.30  42.20 -34.90   5.20   0.00   0.00   0.00
 53.60470  47.50350  2.0332 444   6.28  16.10 -21.60   4.70   0.07   0.36   0.06
 53.90544  47.77692  1.9615 442   5.80  25.90 -34.50   4.00  15.28  13.36   9.22
 52.05839  48.80099  0.3778 444   6.26 -10.70 -38.20   6.70   0.00   0.00   0.00
 52.12476  48.15177  0.9994 445   4.90  21.00 -37.40   4.50  84.49   4.93   8.93
 52.12613  49.38981  0.3648 445   5.12  25.80 -40.80   4.50  68.64  14.60  25.54
 52.33072  49.75515  0.7389 447   6.22  11.30 -14.60   4.90   0.00   0.02   0.00
 52.43746  48.81569  0.5443 445   5.30  29.90 -37.10   4.60  76.05   9.78  17.52
 52.63219  48.16349  1.1201 447   5.05  23.40 -25.00   4.60  96.60   0.85   1.12
 52.63316  49.71775  0.8291 449   3.71  20.80 -27.10   4.50  33.93  40.31  32.00
 52.85504  49.04751  0.7274 446   5.16  19.00 -39.10   4.60  64.93  13.10  20.57
 52.96215  49.83237  1.0620 449   6.47  19.80 -12.40   7.80   0.00   0.01   0.00
 53.17707  49.83578  1.1713 449   4.81  25.90 -33.00   4.60  95.05   1.12   1.62
 53.25066  48.10512  1.4192 447   5.44   9.90 -34.40   6.60   4.25   5.53   2.87
 53.42654  49.62929  1.2045 445   6.54   4.00 -16.30   6.90   0.00   0.00   0.00
 53.45077  48.87450  1.1425 449   5.86  36.00 -21.20   6.70   1.58   3.43   1.22
 53.53120  48.53487  1.3105 441   5.22  29.00 -29.30   4.60  91.87   1.86   2.55
 53.71985  49.81641  1.4572 441   6.01  16.40 -56.30   6.50   0.00   0.00   0.00
 52.02077  51.62191  2.5079 441   6.69  -5.00 -23.10   6.70   0.00   0.00   0.00
 52.19878  50.03290  0.9582 445   5.23  28.30 -28.80   4.70  95.07   1.14   1.57
 52.26351  51.91508  2.8141 448   6.48  12.90 -24.10   7.60   0.00   0.01   0.00
 52.28459  51.96912  2.8693 445   6.51  -1.00 -35.80   6.80   0.00   0.00   0.00
 52.31693  50.31543  1.2504 446   5.36  26.00 -34.00   4.80  84.56   3.89   5.82
 52.55982  51.41513  2.3527 444   4.80  25.00 -37.50   4.50  56.48  11.08  15.21
 52.66100  51.38893  2.3425 447   5.24  -4.80 -18.10   4.60   0.00   0.00   0.00
 52.76069  50.87312  1.8696 443   5.86  43.80 -32.40   4.60   0.01   0.05   0.01
 52.76412  50.41154  1.4481 444   4.99  29.20 -30.80   4.60  92.48   1.75   2.47
 52.83306  51.61943  2.5931 447   6.38  -1.90 -15.40   7.00   0.00   0.00   0.00
 52.87627  51.19860  2.2002 443   6.15  -8.10 -15.10   6.50   0.00   0.00   0.00
 52.94378  50.63947  1.7030 441   5.09  19.60 -30.60   3.90  89.95   2.16   2.66
 53.07580  51.25943  2.3016 446   6.28   4.60 -29.40   6.70   0.00   0.00   0.00
 53.27618  50.67948  1.8434 445   6.13  45.70 -27.80   6.60   0.00   0.00   0.00
 53.62661  50.87301  2.1278 447   5.78  14.50 -22.20   6.60   3.12   3.52   1.95
 53.70460  50.83372  2.1251 441   5.55  39.60 -28.10   4.50   1.34   2.99   1.04
 53.76913  51.38196  2.6042 442   6.67  25.00 -12.80   4.70   0.00   0.00   0.00
 53.77965  51.42227  2.6424 446   6.54  18.90 -28.10   7.70   0.01   0.11   0.01
 53.80423  51.17573  2.4409 446   6.27   2.60 -22.80   6.60   0.00   0.00   0.00
 53.86026  51.40733  2.6552 447   6.10  36.10 -13.70   6.60   0.00   0.01   0.00
 53.90116  51.25177  2.5378 444   6.59   4.50 -19.50   6.70   0.00   0.00   0.00
 53.92973  50.10101  1.7196 443   5.68   6.90 -15.60   3.90   0.01   0.04   0.01
 53.93093  51.14368  2.4594 444   6.61  11.50 -26.90   6.80   0.00   0.00   0.00
 53.95343  51.56961  2.8242 450   6.20   2.00 -21.90   7.30   0.00   0.00   0.00
 53.98660  51.52333  2.7953 443   4.36   4.30 -14.70   3.90   0.00   0.01   0.00
 53.98824  51.67144  2.9230 445   6.06  41.60 -29.40   6.50   0.00   0.02   0.00
 53.99972  51.44344  2.7319 449   6.48  17.10  -0.50   7.60   0.00   0.00   0.00
 54.01206  51.15791  2.5007 445   6.14  -7.00 -19.00   6.60   0.00   0.00   0.00
 54.01503  51.04382  2.4109 445   5.64  10.40 -16.10   4.60   0.08   0.18   0.06
 54.02346  51.47793  2.7690 441   6.33  -6.70 -18.90   4.60   0.00   0.00   0.00
 52.36010  53.40308  4.3000 442   5.40  23.30 -28.80   4.50  23.84   9.87   8.78
 52.37801  53.71646  4.6131 441   6.14  18.10  -4.80   6.70   0.00   0.00   0.00
 52.55369  52.69831  3.6140 448   5.91 -13.60 -21.50   6.70   0.00   0.00   0.00
 53.00776  52.91541  3.8768 446   5.68  26.80 -44.00   4.60   0.04   0.15   0.04
 53.21474  52.51339  3.5171 444   5.81   5.80 -14.30   4.60   0.00   0.00   0.00
 53.28111  53.81098  4.7867 446   5.74  32.90 -44.60   6.60   0.00   0.01   0.00
 53.52395  53.93793  4.9423 441   6.01  14.10 -18.10   4.80   0.00   0.01   0.00
 53.71986  53.60058  4.6459 448   5.03  17.10  -3.20   5.10   0.00   0.00   0.00
 53.90604  53.24417  4.3394 445   6.44  21.10  -9.90   6.80   0.00   0.00   0.00
 54.08790  44.96788  4.4467 446   5.02  32.00 -35.50   3.70   5.96   5.75   3.54
